gender,region,parent_education_level,internet_access_quality,financial_stress_index,num_courses_enrolled,study_hours_per_week,sleep_hours_avg,extracurricular_count,prev_gpa,assignment_submission_rate,midterm_score,target
Male,Rural,Bachelors,Average,7,4,15.436192104030784,6.6462583551314065,1,2.3319497087778926,50.53700867688531,67.9200864044481,At-Risk
Male,Rural,Bachelors,Good,10,3,19.84254340819139,6.909244782103934,2,2.479344021677544,54.2039002110425,56.08337362084929,At-Risk
Female,Urban,High School,Good,10,4,15.505714207229076,6.917525511558451,0,2.3691929304099304,65.35520184650372,52.28904199064717,At-Risk
Male,Urban,Bachelors,Good,1,6,20.816627000042658,6.251840736500232,0,3.3649490229157584,78.0707898613873,84.73201845812677,Pass
Female,Rural,Bachelors,Good,10,5,19.75890830161812,6.193694047229021,3,1.9983533934540796,54.88049313019511,42.766779967998104,Fail
Female,Suburban,High School,Average,9,3,22.28848917656625,7.446555293222179,3,2.987036737028784,73.20400387192163,57.25807003625372,At-Risk
Male,Rural,High School,Good,1,3,15.646162160135383,5.764213914955485,2,2.08800989129296,66.37896947705478,51.99780316147319,At-Risk
Male,Urban,Masters,Good,1,3,12.337849125712637,6.857014827864523,0,2.8027580008278252,75.59236301979902,72.74989946731641,Pass
Female,Suburban,High School,Good,10,4,18.106167613779785,6.155561902885791,2,2.1770354277753667,56.869148710318214,51.79814503611757,At-Risk
Female,Suburban,High School,Good,8,4,13.135485015742452,7.443407865464871,2,2.1955539462018416,40.58561199774057,55.793536807064,At-Risk
Male,Suburban,Bachelors,Poor,6,5,17.949258196623212,8.662864420477407,0,2.935736495525107,68.48831768583696,81.78445164081867,Pass
Female,Urban,Bachelors,Good,6,5,11.685983465581796,8.724066659678531,2,2.070201106650291,51.25218441143544,48.89207742023119,At-Risk
Male,Urban,High School,Good,9,3,10.857970740178978,8.93393630880651,2,1.8802039700408353,47.550711168282454,45.19205544401033,Fail
Non-binary,Suburban,Bachelors,Average,4,5,21.082229917487417,6.498860836986822,3,3.0861375106876423,83.78572558691607,76.99554333768417,Pass
Male,Urban,High School,Poor,8,4,9.937127845928394,6.62492951225326,3,2.0480352390421688,53.261082377497694,48.68911381752881,At-Risk
Female,Urban,High School,Poor,4,5,20.11123889388016,5.096571529812723,2,2.489543260401527,51.90630134807946,59.728880194415744,At-Risk
Female,Rural,High School,Excellent,2,4,17.930154850797226,6.486176458251611,0,2.0063559908330335,56.08004235104199,63.82777030100428,At-Risk
Female,Urban,Masters,Good,8,5,15.47148783779384,6.539743264078203,3,2.377786852888126,54.83200055201619,60.45053556850796,At-Risk
Female,Rural,High School,Average,7,6,5.536775737826851,6.074278546570831,2,1.8150081120790487,38.89988803554914,43.00072436770487,Fail
Male,Urban,High School,Average,4,4,22.42829560923719,6.067310284865898,1,2.52482374480544,52.09346347856258,74.19500166376494,At-Risk
Male,Suburban,Bachelors,Good,9,6,10.325801657137943,4.453452714731744,1,2.5319970959806923,59.78664379081446,71.98307537870492,At-Risk
Male,Rural,Masters,Excellent,9,4,19.765768109395875,4.987131106416404,2,2.52207891277715,57.479872434609696,68.0461342406745,At-Risk
Male,Urban,High School,Poor,8,5,11.545295992280533,7.066815381368119,1,2.022383369245227,62.166997591220095,45.68197470855714,At-Risk
Female,Urban,Bachelors,Average,1,6,11.144183936407583,7.123109959419595,3,2.486398526087446,59.48486058452078,84.01886021478849,Pass
Male,Urban,High School,Excellent,7,5,18.343080559564655,7.724583804243701,0,1.6303796788215572,46.0811076229871,28.23336516956946,Fail
Male,Urban,Bachelors,Poor,5,4,17.692325183888656,6.61165829467352,2,2.3658896440914785,41.11985756507977,44.89766047649124,Fail
Non-binary,Suburban,Bachelors,Average,7,6,9.27451226403154,7.017481356748745,3,1.9486883654644134,56.16152855092782,51.780427409609146,At-Risk
Female,Rural,Bachelors,Excellent,9,3,22.183795602688967,8.875764323597197,0,2.0224259193036445,56.97448297861884,47.70534402797835,At-Risk
Female,Urban,High School,Good,2,5,13.969771673119633,6.9206487643052546,1,2.501433859618389,47.97856757373891,42.71920012398215,At-Risk
Non-binary,Urban,High School,Average,4,4,15.344643335196798,6.051896279288842,1,2.521210638138082,54.31184062906962,61.90398527864257,At-Risk
Male,Urban,High School,Poor,4,6,13.514611880168601,5.213578143913326,1,2.8684269708514165,65.080732166437,72.34168991337239,At-Risk
Male,Suburban,High School,Poor,2,5,9.486180444862251,8.196219795427645,1,2.4171881232453614,58.40275201294479,59.08368498690255,At-Risk
Female,Urban,High School,Average,3,6,18.676122307175355,4.444986394922974,3,1.9254962166207024,41.08831490409332,50.55518933944386,Fail
Female,Suburban,Bachelors,Excellent,8,5,16.447753475141027,5.742372070467848,3,2.2317330488529543,53.34371037305568,52.03508742065353,At-Risk
Male,Suburban,PhD,Good,9,5,10.974575777770953,7.627868999404715,0,2.462543749304298,68.09922896969407,60.45452852980767,At-Risk
Female,Suburban,PhD,Good,6,5,19.720666649716296,4.140170234723795,2,2.5876082684043515,59.108530735902846,75.1552498383191,At-Risk
Male,Urban,Masters,Excellent,10,6,15.27418470627003,6.078467818178934,0,2.5830998217875725,67.5499656539951,72.24817181234646,At-Risk
Male,Suburban,Bachelors,Good,2,6,15.381885083050348,7.193751259443599,2,2.622435634355167,67.31627548805851,63.89192094908599,At-Risk
Female,Urban,Bachelors,Average,2,5,23.882593455455705,6.424993518699119,1,3.4089165136982014,55.647660151433655,89.60873908474213,Pass
Female,Urban,High School,Good,7,3,6.960001042415174,5.525966608707637,1,2.0150576700520446,42.29817505486543,57.365444610495196,At-Risk
Female,Rural,Bachelors,Excellent,8,3,6.893980452145245,6.109833512679133,1,1.8945439384965506,57.22023724989373,39.863147909958045,Fail
Male,Suburban,Bachelors,Excellent,8,3,8.019974670797803,8.225476489981043,1,2.2884637035083535,48.26425162018258,59.85494963037742,At-Risk
Female,Urban,Bachelors,Poor,6,4,16.81816616580766,9.747066086168864,3,2.5072621487148163,51.97323367959781,63.93211079674682,At-Risk
Male,Urban,Bachelors,Good,10,3,13.204782084998612,7.209233022390397,0,2.2784068710014673,67.31910474474562,62.22122264701446,At-Risk
Male,Urban,High School,Good,8,6,13.602267738030404,4.017572530226197,2,2.165612170868243,55.674744774477595,46.58848049652878,At-Risk
Female,Urban,High School,Excellent,1,3,10.287917941916739,7.852153415665891,2,2.042773599215084,65.64194233887446,50.79582170493275,At-Risk
Female,Urban,Masters,Average,9,6,23.326256369108492,6.405424728166501,3,2.715505586677562,63.23964309174396,61.85310400892305,At-Risk
Female,Urban,High School,Good,1,4,25.00508985036443,5.35686572164232,1,3.27535698333999,93.9052664543242,84.54024772469187,Pass
Female,Urban,Bachelors,Excellent,3,6,19.494522813907686,5.799590422862254,0,2.9528396464851694,64.93255727555808,67.21930933761698,At-Risk
Female,Suburban,Masters,Good,9,6,7.463571635777857,5.863315228267178,1,2.4843757824502593,36.424859626305,57.746951523969614,At-Risk
Female,Suburban,Bachelors,Good,5,6,12.565515712553877,4.88372859583323,3,2.547013727705573,70.40807301421404,64.65644975172195,At-Risk
Male,Suburban,Bachelors,Poor,9,3,19.13730567309858,6.90539683434045,2,2.286084561568505,62.884437770484716,49.630144043047565,At-Risk
Male,Urban,High School,Average,9,5,14.770853261193094,9.74222019896474,3,2.5470607671695507,70.40533539228959,50.75019472131544,At-Risk
Male,Rural,High School,Average,6,6,19.51110222783791,5.3512133634957415,2,1.812325721532097,43.24276379569904,53.621560036115014,Fail
Male,Rural,Masters,Excellent,1,3,21.239076862891647,9.696020537736256,0,2.7879350811790014,84.36788576469361,64.55114205023851,Pass
Female,Rural,Bachelors,Average,10,3,24.53597863346101,7.312175016214213,2,2.3419742505685464,67.20444253606956,47.3511691073085,At-Risk
Female,Rural,Bachelors,Good,7,3,11.725674206719868,6.860654067315875,0,1.8720898501483767,55.051436067069346,37.9332973962853,Fail
Male,Rural,High School,Good,6,5,15.40642473515817,6.517060127400785,1,2.7629752660997724,70.29092243529647,68.27635838591601,At-Risk
Male,Suburban,High School,Average,9,5,12.796183441011173,5.790783748801918,1,2.0493459428244707,37.76366332155368,63.85030130193087,At-Risk
Female,Urban,PhD,Good,7,5,4.996088800183006,7.437778902751772,3,2.690279297449986,67.93345442011807,66.13935886152221,At-Risk
Male,Suburban,High School,Good,4,5,18.507938655285997,7.782968570793712,0,2.721415200843528,71.6299446009125,72.69834112576481,Pass
Female,Suburban,Bachelors,Excellent,7,4,17.81720900625705,3.362285628537166,1,2.2119640290390015,75.62714011567058,52.225509001115796,At-Risk
Female,Suburban,High School,Good,2,5,12.265869234473271,10.814557508751474,0,2.487700329986311,64.85294849527045,63.67934802325214,At-Risk
Female,Suburban,Bachelors,Good,6,5,7.009722540355524,4.283520451375818,1,2.1298002157266533,42.784163191250634,51.59145856441338,Fail
Female,Urban,Masters,Average,6,5,13.079383704952498,6.216506795942821,1,2.3469555077609576,63.3467734757407,63.23459428778993,At-Risk
Female,Urban,Bachelors,Excellent,2,6,18.655633275055564,3.1625682110103557,2,2.6491742568562624,78.80457725528855,57.16875335669459,At-Risk
Male,Rural,High School,Average,4,6,21.68666440057212,6.5981361274516654,3,2.560295441821643,81.09303305580072,64.60900393882167,At-Risk
Female,Suburban,Bachelors,Good,8,5,11.437106685663363,6.307804186213733,2,2.4013276914681487,58.96418421607784,61.26277238863354,At-Risk
Female,Suburban,Bachelors,Average,8,4,20.538481763287805,6.232459948300976,0,2.8368770141217188,68.92604404247497,74.08922496189784,Pass
Male,Urban,Bachelors,Excellent,8,6,18.11235458094373,7.456500507840627,1,3.047906191203171,62.08411189682143,65.43124194471385,At-Risk
Female,Urban,Masters,Good,8,3,17.06617040392334,6.634282415959406,3,2.374964074311302,53.340660558671125,55.56648123771176,At-Risk
Female,Rural,Bachelors,Good,1,6,8.532239271283943,7.807628199244404,1,2.6294445896667393,70.06426100841188,70.54416973607658,At-Risk
Female,Suburban,Masters,Average,2,3,8.749522617133968,5.144003880678738,1,2.860521171959122,56.27441324875387,73.31966089488046,At-Risk
Female,Suburban,Bachelors,Good,4,6,10.846070184497943,7.116074915251082,2,2.891400991448642,92.76054644930208,86.15565648485138,Pass
Female,Urban,High School,Good,9,5,13.368062410200139,6.052478574766528,0,1.5755097045422923,35.82106770203807,35.15287756533499,Fail
Female,Suburban,High School,Good,3,6,24.003730346180596,6.4444908302001584,3,3.357966298378973,85.15275290060887,68.05147035573921,Pass
Female,Urban,High School,Average,6,5,11.688824497997318,7.405522973770774,3,2.055974681598707,54.820785963879366,47.668734427405575,At-Risk
Female,Suburban,Masters,Excellent,7,5,18.856257071256056,6.243541402883665,3,2.0650555074806523,62.917836949764165,30.330546408434447,Fail
Female,Urban,Bachelors,Excellent,8,6,12.676183809423314,6.84225139888423,0,2.892383728376019,74.9767108576748,77.92679140205804,Pass
Female,Urban,Bachelors,Average,7,3,17.363536564346727,5.268631884034923,3,2.674680260116644,56.18596304708673,66.8415860671331,At-Risk
Female,Suburban,High School,Excellent,3,3,14.685094171060806,8.64326834551887,0,2.7272386922292746,72.39901536079894,71.3674158978403,Pass
Male,Rural,High School,Good,6,6,15.885115644968916,8.09266604949193,3,2.0332645486415695,62.10205968400261,55.29250670050689,At-Risk
Female,Urban,Bachelors,Good,5,5,16.848073979500082,7.1499753352221225,1,2.7343477869479345,59.41173613717671,76.67812169322765,At-Risk
Female,Rural,Bachelors,Average,10,3,13.752713473149425,6.63600997176079,0,1.9504322144792046,56.76113026024639,28.032931086116644,Fail
Male,Urban,High School,Good,4,4,16.872320203485792,6.843442592730697,2,2.330594605745618,60.80735673514948,41.92887870579362,At-Risk
Female,Urban,Bachelors,Good,1,5,21.169579142933372,8.611035058771428,3,3.1095495995290294,78.69023603814713,71.69547966454196,Pass
Male,Urban,High School,Good,7,6,11.229422923213455,7.986408352956767,2,2.237811836516376,49.54541568753969,53.51411282546918,At-Risk
Male,Urban,High School,Good,8,5,20.929329114662806,8.636266494879159,0,2.148204076507473,51.48265524999522,55.301654925522925,At-Risk
Female,Suburban,Bachelors,Good,2,4,13.673984971798454,6.48716339062679,1,2.6997625486977253,71.879796071716,68.49252065033986,At-Risk
Male,Urban,High School,Good,7,4,13.145038496976879,7.725098919186934,2,1.7285606037092553,38.97225156528137,44.61903679418952,Fail
Female,Urban,PhD,Poor,6,3,18.49779680680537,8.783010973233019,2,3.335731591441706,73.6004380748965,70.88898087350253,Pass
Female,Rural,High School,Excellent,5,4,13.294204084458856,5.610781295059656,1,1.951540799055763,38.58722108377738,42.43006346905703,Fail
Female,Urban,High School,Good,4,5,16.595846252824582,5.516435708790146,1,2.1307471067476427,56.07788028045691,50.689312173467464,At-Risk
Male,Suburban,High School,Average,2,3,16.128739538056625,7.412806742095576,0,2.7676601404713215,74.08421273670388,67.9859229516448,Pass
Male,Urban,Bachelors,Average,10,4,4.582564073589484,5.147587160079476,3,1.6623191352536528,40.88107583701061,37.55444716170101,Fail
Female,Suburban,Bachelors,Good,6,3,17.08792541051716,4.276262500448464,2,2.5101976062369347,80.90616638141799,64.78967717142683,At-Risk
Non-binary,Urban,Bachelors,Excellent,5,3,7.794491493337641,8.761968595012824,2,2.544025801119919,46.5939049806783,54.47082360749452,At-Risk
Female,Urban,High School,Average,2,6,8.17559212617125,9.023347788498512,0,2.077550294291407,55.73582148098467,48.07806929655097,At-Risk
Male,Urban,High School,Good,10,3,16.832318727812382,5.229970668680229,3,2.734040194452447,49.94365756573184,72.37481325505533,At-Risk
Female,Urban,Bachelors,Poor,7,3,17.682948836581403,4.852019858379593,0,3.1287524161056064,77.18075009527433,79.8544815195794,Pass
Female,Urban,Masters,Good,6,4,21.025247284194535,6.020215447545141,2,2.5816530856001325,67.04178154463969,61.55434602564693,At-Risk
Female,Suburban,Masters,Excellent,9,5,9.553162062178723,8.879212528179348,2,1.9412129117644172,46.76514792691312,45.72491799699949,Fail
Male,Rural,High School,Good,10,5,11.293604978621328,6.383892321132784,1,1.5305032514496002,18.74118960864597,34.45393725605658,Fail
Female,Rural,Bachelors,Average,5,4,17.32182896922178,7.142042526572217,1,2.2541874665108637,55.4034928782305,53.67436818771636,At-Risk
Female,Suburban,Masters,Good,9,5,21.12138729677866,7.4873826115420465,3,2.9871314472986676,74.70750360714302,70.64786502669551,Pass
Non-binary,Urban,High School,Average,9,3,15.960873960315892,7.260771703537928,2,2.097250976839362,61.40609942749277,49.51602882317658,At-Risk
Male,Urban,Masters,Good,1,6,10.610005253810144,9.241106716005127,2,2.384422951003843,45.340329156715356,61.976180380124795,At-Risk
Female,Urban,High School,Good,5,3,22.532085117905755,5.920163456915892,1,2.6720987209646383,81.21209873734786,69.00126193210215,Pass
Female,Urban,Masters,Good,9,3,13.688167348844587,6.846689843572874,0,1.9013289413594383,22.355055303278146,37.029789577977425,Fail
Male,Suburban,Bachelors,Average,7,6,13.843996873680473,7.348638549396054,0,2.795741675620534,56.93356185733119,84.22764869061463,Pass
Female,Suburban,Masters,Excellent,6,4,7.820763053957983,6.926506448251464,2,2.461880854456955,63.30839802792839,57.201756450592775,At-Risk
Female,Urban,Bachelors,Good,6,3,18.620438374732707,5.171348188733436,2,2.4337723996995098,63.95088374223575,64.59534761942278,At-Risk
Male,Urban,High School,Average,7,3,19.263027946902945,4.791196724709952,3,2.224780407229078,70.739063287871,47.046248311640745,At-Risk
Male,Rural,Masters,Good,1,4,11.470844933049275,4.759784083742275,3,2.353101544033604,60.76009138463541,70.52894461827516,At-Risk
Female,Suburban,High School,Good,4,3,23.756035295278323,8.089382124763691,1,2.4969949778618528,61.409487902422356,66.73041121692972,At-Risk
Male,Urban,High School,Good,1,3,12.064358063888273,5.769395513965973,2,2.206436195441039,59.605272402151854,58.22068445503213,At-Risk
Female,Rural,Bachelors,Good,6,5,18.126272393980308,7.703912355911956,0,2.3331076338766525,34.91503028468962,56.89658130988907,At-Risk
Male,Rural,Bachelors,Good,4,4,16.118246026461048,7.130114556727309,3,2.0058875412214325,40.07052528868007,35.426714724041894,Fail
Female,Urban,Masters,Average,1,3,4.872219025197378,5.537714296717532,1,2.227144729226772,43.92526649676351,68.98119210213123,At-Risk
Male,Urban,High School,Excellent,9,3,17.719517417724166,5.575151396230644,1,1.9248622022736168,57.64092426333484,54.95107984333554,At-Risk
Female,Suburban,Bachelors,Good,4,6,17.270623230851275,7.201019740621146,0,3.1755506084452705,92.38883838677387,76.81693227852905,Pass
Non-binary,Rural,Bachelors,Average,6,6,6.168086680276097,7.116527064343443,3,1.8067944997139136,63.81951892850181,48.99856110726386,At-Risk
Non-binary,Rural,High School,Good,7,6,22.626666368497713,7.738048354415611,0,2.0368714540482604,56.6173132198546,40.43686887162286,Fail
Female,Urban,High School,Excellent,8,3,17.290942149307224,6.313743163332113,1,2.5138178398293807,71.76555306475403,47.59306709863039,At-Risk
Male,Urban,High School,Excellent,9,3,21.197005667106502,5.729938331488457,2,2.1950893851457054,55.816618093079946,55.00881007009572,At-Risk
Female,Suburban,High School,Average,9,6,6.419463936144371,7.164805787492926,0,1.5585177609534462,33.96985655263639,32.58279179181582,Fail
Male,Suburban,PhD,Average,8,5,12.94783851858834,9.129878686669919,1,2.732214532109026,57.50928035167698,64.44450679436413,At-Risk
Male,Urban,Bachelors,Good,10,5,20.9030125300075,4.184981399650571,2,2.3612947334209307,47.34025500754636,58.61079601813533,At-Risk
Male,Rural,Bachelors,Average,3,5,7.1585432201789745,5.801420992039381,2,2.312477636692769,44.09997329431215,48.31372086977621,Fail
Female,Suburban,PhD,Excellent,2,5,13.09444922573003,7.88566021342513,3,2.715094860223776,75.18846294780347,67.2358493427941,At-Risk
Female,Rural,High School,Average,5,4,17.03250786280297,7.324728451730862,3,2.232675699311168,51.71757890353159,46.983701088790276,At-Risk
Female,Rural,Masters,Average,1,6,5.52709835120616,7.907528940735263,1,2.3557001976047567,51.65708630270586,66.99228367193669,At-Risk
Male,Suburban,Bachelors,Good,3,3,8.393051216679485,6.35551746305532,0,2.2391044401397258,35.70598329394182,55.1749101732198,Fail
Male,Urban,Masters,Average,1,6,21.910421174987903,4.58212597403695,2,2.7194983396035908,58.855731216450664,72.20792673446459,At-Risk
Non-binary,Suburban,High School,Good,3,5,15.298973031450792,9.507239076799989,3,2.9803974920311016,71.6388819787773,60.32935193571912,At-Risk
Male,Urban,Masters,Good,4,3,20.883500468296887,8.625753834866346,3,3.11621346932316,62.5412416206768,82.62339779335191,Pass
Male,Suburban,High School,Average,7,4,15.91047797947424,6.9637327638683155,0,2.316549061383184,84.51368591556798,69.8915160639506,Pass
Male,Urban,High School,Average,5,6,27.279482184974228,5.737509074543557,3,3.050753733769583,62.865365265030604,77.20972964854579,Pass
Female,Suburban,Bachelors,Good,5,3,17.19366141597672,6.264148638037993,1,2.817816409011752,81.9712826611648,74.62253909550101,Pass
Female,Urban,High School,Average,1,3,21.348894702174498,7.343625267714639,0,3.139558797591977,77.28373803373096,76.58429342717788,Pass
Male,Urban,Bachelors,Good,8,5,13.769567817548463,6.622551599971065,2,2.049448080292738,45.571534537198445,54.23850298831757,At-Risk
Male,Urban,Bachelors,Good,4,5,16.05364804209169,6.978251253227422,1,2.6735185583522147,64.34365657461649,79.6474240597951,Pass
Female,Urban,Bachelors,Good,10,6,18.209353887145124,9.415205806263806,2,2.91409191269308,72.99290518920658,90.82236059256631,Pass
Female,Suburban,High School,Excellent,5,4,19.03903229272653,8.385512819949282,2,3.1165282012862265,80.17836779847268,80.45064952855446,Pass
Male,Suburban,High School,Excellent,2,3,14.805045318069874,5.243832297000045,3,2.312900737758626,48.00323364883062,49.66506901867675,At-Risk
Female,Suburban,High School,Excellent,1,5,15.013721948459738,7.115378503413043,1,2.6572382928194354,72.02416562515218,71.41741295908946,Pass
Male,Urban,Bachelors,Average,9,6,17.5095987902025,6.2194547352443275,1,2.471554647509829,58.99579391186892,51.887723953980384,At-Risk
Male,Urban,High School,Average,2,5,17.506315610751034,7.446914688622329,0,2.293520582716035,44.025388193281785,52.342666759775675,At-Risk
Female,Urban,High School,Average,6,6,9.874708012054803,6.905002890236737,1,2.071742062284715,47.51522762607611,47.71205957378982,Fail
Male,Urban,High School,Excellent,1,5,16.124805758413686,11.451548168150111,0,2.3582202526621594,73.15241292901679,75.28490524485751,At-Risk
Female,Rural,High School,Excellent,1,4,16.60386963349205,7.6438924863039155,1,2.34094414872227,60.71790861057967,69.95327697711805,At-Risk
Male,Urban,Bachelors,Excellent,9,3,10.118409213484226,6.7987239907498,2,1.9013148487515115,47.57855319951057,57.30588359117843,At-Risk
Male,Urban,Masters,Average,4,5,19.529634164543474,9.764509086000235,0,2.990190260865039,70.77769341023155,81.32093265658757,Pass
Non-binary,Urban,High School,Excellent,9,3,17.063723116109784,7.3083241882788705,1,2.2014339586081006,51.84479156736377,47.76857285740286,At-Risk
Male,Urban,Bachelors,Good,5,6,26.653246567345715,4.721913555879485,0,2.8484986205026224,73.41351209411538,73.10220235221544,Pass
Female,Suburban,Bachelors,Poor,7,4,14.869932437978079,6.813329530596976,3,2.957537642786586,71.28362892035257,88.64178198676905,Pass
Male,Suburban,Bachelors,Good,1,3,20.680555420163575,7.92055487105808,3,3.07678669853965,81.46078620028655,80.49996162932943,Pass
Male,Urban,Bachelors,Poor,6,5,17.695627857654433,7.726794224347453,0,3.249002519636115,84.45764231331033,89.46624268528721,Pass
Male,Urban,Bachelors,Good,8,3,24.607197632766432,8.507762056552485,0,3.011171456883131,63.34956632623452,62.40066364800206,At-Risk
Female,Urban,Bachelors,Average,1,3,10.150096212821971,7.230574703066728,2,2.876568411919762,77.19293893017368,77.6892168972392,Pass
Male,Urban,High School,Good,9,6,12.52342997599938,7.124666457346996,1,1.8556330159681078,36.844871688885206,37.95616072695982,Fail
Female,Urban,Bachelors,Good,3,4,10.321462742653743,4.896287047464712,3,2.2329632202812064,45.866832842133114,54.05686443617978,At-Risk
Male,Rural,Bachelors,Excellent,1,4,14.610411973800701,9.292633386793248,3,2.5902626705783107,64.50388755071118,76.13281974068533,At-Risk
Non-binary,Suburban,High School,Good,1,3,9.376378458962492,6.541594629701601,1,2.7381032061313215,71.03466558055169,71.22988440074008,Pass
Male,Suburban,High School,Good,6,3,7.369580463723936,5.530697779566516,3,1.8979188018587392,53.597228118837776,53.96809737836704,At-Risk
Female,Urban,PhD,Excellent,6,6,4.33288248390614,10.941861832297764,3,1.8889583154568406,25.66061211186726,45.744111972882294,Fail
Female,Urban,Bachelors,Excellent,1,3,4.012651955016411,9.520128532364131,0,2.6165435780590847,73.3060643122228,50.00548491675223,At-Risk
Female,Suburban,Bachelors,Average,3,6,18.281958452810738,6.328376616613977,3,2.818449294090012,74.5878527444753,62.97896845282202,At-Risk
Female,Suburban,Masters,Good,7,4,12.722808751636315,4.178992983616861,3,2.1359270126359102,46.13715762527339,58.84011877319474,At-Risk
Female,Suburban,Bachelors,Average,10,4,8.831239695523681,5.922292868088201,3,1.9660145553300088,46.787105021901695,51.82807356658685,Fail
Female,Urban,Bachelors,Poor,3,6,11.704601841438656,9.368703394389856,1,2.417963109218288,62.4300698140376,73.74855723712633,At-Risk
Male,Suburban,Bachelors,Good,3,3,12.360485264804275,7.265069955558039,2,2.8934014709572438,37.4372360812374,73.34786223349032,At-Risk
Male,Urban,Masters,Excellent,3,4,10.17699894921391,4.975845480046019,0,2.445961584694837,48.638791796454214,54.00660540793876,At-Risk
Female,Rural,Bachelors,Average,7,5,23.02775247118636,8.175972313341244,2,2.6263494476928475,77.27148863685368,65.45213932028058,At-Risk
Female,Suburban,Bachelors,Excellent,4,6,22.084144514071365,6.685212957080433,3,2.7277780114937933,62.17064867056162,76.17707114808304,At-Risk
Female,Suburban,High School,Excellent,4,4,22.9424492430597,6.026947048311753,3,3.1123328151817766,76.94910511106629,63.751556891787686,Pass
Female,Urban,PhD,Excellent,3,4,15.895981938440558,6.140739280600367,3,2.768202465466613,68.03857841695486,71.97024513442597,At-Risk
Male,Suburban,Bachelors,Average,10,4,16.402322434695847,8.95958876220532,2,1.846062574935344,53.29809208876152,36.06761415962942,Fail
Male,Urban,High School,Excellent,9,5,11.736929713075165,7.819954522531119,1,2.2539607811212456,52.28260133939015,57.65072556636552,At-Risk
Female,Urban,Masters,Average,2,5,10.764644468856385,4.770913469785455,1,2.4231660213223822,57.357553203651506,66.39070199849313,At-Risk
Male,Urban,Bachelors,Good,4,5,15.108627908771025,7.5507831701754275,0,2.632005985573747,67.70592253662119,70.21513928083365,At-Risk
Male,Suburban,High School,Poor,8,3,18.261780125733424,7.16142261961945,2,2.6813166494937004,75.49942312317003,77.75602442705328,Pass
Female,Urban,Bachelors,Poor,6,6,20.978840759296986,6.369388402613885,1,2.7786691972602298,81.09758705098807,71.47257523667815,Pass
Male,Urban,Bachelors,Good,7,3,12.270054284664948,6.448478314811081,0,2.8925163296187,69.12318338743543,76.42156485677923,Pass
Female,Rural,Masters,Good,7,5,8.736330756148103,5.70242135487387,3,1.9468912345872769,43.76333350402043,53.06071256542322,Fail
Male,Urban,High School,Average,2,6,18.669924932831364,6.006210442663409,3,2.510395850137721,61.29730607236103,55.00209943737515,At-Risk
Female,Suburban,Masters,Average,4,3,5.909282242353946,7.434585172804077,0,1.7873860820011294,58.035084190003474,43.66482215239909,Fail
Male,Urban,Bachelors,Good,10,3,14.80394715505697,6.583645139494462,1,2.1141055814080154,60.635555787785144,33.1807327031246,Fail
Male,Urban,High School,Poor,10,3,15.446523129066884,7.818522457285503,2,2.1083428501028223,47.91094309452377,55.723617799538175,At-Risk
Male,Suburban,PhD,Excellent,6,5,13.106060993830411,5.822530551334199,0,2.8739691786093364,55.708768214677264,49.836591673328854,At-Risk
Male,Urban,Bachelors,Poor,3,4,7.273774457452188,8.061241924556235,1,2.3204853231304274,69.08182175500984,64.80489996711961,At-Risk
Male,Urban,High School,Average,9,6,13.171944954893913,8.971666861684238,0,2.7103709864709242,79.95177601952493,80.9857672148846,Pass
Male,Suburban,Bachelors,Average,4,5,23.21271225500809,6.989824540001018,1,2.617226383318785,54.32148968000223,69.42047379322392,At-Risk
Female,Suburban,Masters,Good,10,6,17.95860800683208,7.780939915412376,3,2.26591322207921,52.195807046607456,61.87244063467726,At-Risk
Male,Suburban,High School,Average,2,5,20.808573010147597,7.83946430785235,0,3.1450589302459884,87.39169130876105,88.26544919373677,Pass
Female,Urban,High School,Average,6,3,8.913990864088714,6.246852964587008,2,1.9160235912922905,51.7585839600832,44.42193109896892,Fail
Female,Urban,High School,Excellent,1,3,16.278539661386592,7.845047451748071,0,3.0170908081662953,55.484140836773946,65.24731643093016,At-Risk
Female,Suburban,High School,Good,6,4,15.441701758497816,3.5973483504570156,3,1.9810628754192163,38.246217662393775,48.83867300424954,Fail
Male,Suburban,Bachelors,Poor,10,4,15.53852725651562,3.00015018674201,3,1.9898739824525007,55.56306969211159,43.643450743580914,Fail
Female,Rural,Bachelors,Good,1,6,17.7792296637274,6.5057826040185756,1,2.7803500677443083,72.00083360741654,70.12284789639317,Pass
Male,Rural,High School,Excellent,8,4,15.736612504782903,7.950198713575591,3,1.7776908440569157,51.102376040472315,46.4801756055629,Fail
Male,Rural,High School,Average,5,4,9.05270463250288,6.872420004622675,1,1.7935059535692672,52.643321647437986,41.01190482146921,Fail
Non-binary,Urban,High School,Poor,6,6,18.066270244926987,8.118810443468401,3,2.6342024903694568,68.2721396852233,60.14531053624405,At-Risk
Male,Urban,Masters,Good,2,5,19.204421398652578,5.1973965262770445,1,2.760942272297142,73.22734109829389,51.79050405606879,At-Risk
Female,Suburban,High School,Good,2,4,21.597394853132194,8.324259099969089,2,2.687972915362901,61.5034517961476,65.84879618341476,At-Risk
Female,Urban,PhD,Good,9,5,21.818264219587995,9.443218921621334,1,2.399483991508306,61.129548936087915,56.49232343685231,At-Risk
